Customer ID,Age,Gender,Item Purchased,Category,Purchase Amount (USD),Location,Size,Color,Season,Review Rating,Subscription Status,Payment Method,Shipping Type,Discount Applied,Promo Code Used,Previous Purchases,Preferred Payment Method,Frequency of Purchases
505,0.46153846153846156,Male,Shoes,Footwear,0.025000000000000022,Missouri,M,Maroon,Winter,0.56,Yes,Bank Transfer,Free Shipping,Yes,Yes,0.510204081632653,PayPal,Annually
506,0.826923076923077,Male,T-shirt,Clothing,0.5375000000000001,Maine,L,Gray,Spring,0.72,Yes,Credit Card,Express,Yes,Yes,0.16326530612244897,Cash,Bi-Weekly
507,0.1923076923076924,Male,Scarf,Accessories,0.25,Georgia,M,Olive,Fall,0.08000000000000007,Yes,Cash,2-Day Shipping,Yes,Yes,0.9591836734693877,Debit Card,Annually
508,0.9038461538461539,Male,Shorts,Clothing,0.0,Maine,M,Magenta,Spring,1.0,Yes,Bank Transfer,Store Pickup,Yes,Yes,0.6530612244897959,Debit Card,Fortnightly
509,0.17307692307692313,Male,Jewelry,Accessories,0.0,Illinois,S,Yellow,Winter,0.4800000000000002,Yes,Cash,Store Pickup,Yes,Yes,0.6122448979591836,PayPal,Quarterly
510,0.4423076923076924,Male,T-shirt,Clothing,0.75,Delaware,L,Cyan,Summer,0.56,Yes,Bank Transfer,Free Shipping,Yes,Yes,0.32653061224489793,Debit Card,Weekly
511,0.05769230769230771,Male,Shirt,Clothing,0.8375000000000001,West Virginia,M,Teal,Fall,0.56,Yes,Credit Card,2-Day Shipping,Yes,Yes,0.4285714285714285,Venmo,Annually
512,0.826923076923077,Male,Shirt,Clothing,0.32500000000000007,Hawaii,L,Yellow,Fall,0.2400000000000002,Yes,Debit Card,Free Shipping,Yes,Yes,0.14285714285714285,PayPal,Annually
513,0.019230769230769273,Male,Gloves,Accessories,0.36250000000000004,New York,L,Peach,Winter,0.32000000000000006,Yes,Credit Card,Next Day Air,Yes,Yes,0.02040816326530612,Bank Transfer,Monthly
514,0.07692307692307698,Male,Scarf,Accessories,0.5625,New Mexico,M,Peach,Fall,0.44000000000000017,Yes,PayPal,Store Pickup,Yes,Yes,0.8979591836734693,Venmo,Annually
515,0.8846153846153847,Male,Skirt,Clothing,0.525,Indiana,S,Olive,Winter,0.72,Yes,Debit Card,Standard,Yes,Yes,0.9387755102040816,PayPal,Quarterly
516,0.1923076923076924,Male,Hat,Accessories,0.5875,Kentucky,L,Charcoal,Spring,0.8,Yes,Credit Card,Next Day Air,Yes,Yes,0.12244897959183673,Cash,Monthly
517,0.3076923076923077,Male,Hoodie,Clothing,0.26250000000000007,West Virginia,L,Indigo,Fall,0.11999999999999988,Yes,Cash,2-Day Shipping,Yes,Yes,0.36734693877551017,Debit Card,Bi-Weekly
518,0.826923076923077,Male,Boots,Footwear,0.36250000000000004,North Dakota,L,Silver,Fall,0.08000000000000007,Yes,Debit Card,Free Shipping,Yes,Yes,0.8775510204081631,Cash,Every 3 Months
519,0.11538461538461542,Male,Blouse,Clothing,1.0,Oregon,M,Beige,Fall,0.15999999999999992,Yes,PayPal,Next Day Air,Yes,Yes,0.3061224489795918,Venmo,Every 3 Months
520,0.019230769230769273,Male,Belt,Accessories,0.42500000000000004,Minnesota,L,Blue,Summer,0.7600000000000002,Yes,Cash,2-Day Shipping,Yes,Yes,0.32653061224489793,Bank Transfer,Quarterly
521,0.6346153846153847,Male,Sunglasses,Accessories,0.8,South Carolina,M,White,Spring,0.56,Yes,Bank Transfer,Free Shipping,Yes,Yes,0.38775510204081626,Debit Card,Quarterly
522,0.34615384615384615,Male,Shorts,Clothing,0.26250000000000007,Vermont,L,Gold,Winter,0.40000000000000013,Yes,Credit Card,Standard,Yes,Yes,1.0,Bank Transfer,Annually
523,0.9038461538461539,Male,Gloves,Accessories,0.8500000000000001,Minnesota,M,Blue,Spring,0.0,Yes,PayPal,Store Pickup,Yes,Yes,0.7346938775510203,Cash,Quarterly
524,0.5384615384615385,Male,Sandals,Footwear,0.25,Delaware,M,Orange,Spring,0.9600000000000002,Yes,Cash,Express,Yes,Yes,0.08163265306122448,PayPal,Quarterly
525,0.7884615384615384,Male,Shirt,Clothing,0.23750000000000004,Pennsylvania,M,Gold,Summer,0.9199999999999999,Yes,Venmo,Free Shipping,Yes,Yes,0.8775510204081631,PayPal,Annually
526,0.6346153846153847,Male,Coat,Outerwear,0.21250000000000002,Iowa,M,Cyan,Spring,0.28000000000000025,Yes,Credit Card,Next Day Air,Yes,Yes,0.8163265306122448,Debit Card,Monthly
527,0.6346153846153847,Male,Pants,Clothing,0.4,New Jersey,S,Red,Winter,0.9600000000000002,Yes,Cash,Standard,Yes,Yes,0.36734693877551017,Cash,Monthly
528,0.05769230769230771,Male,T-shirt,Clothing,0.03750000000000003,South Carolina,L,Yellow,Winter,0.72,Yes,Bank Transfer,Next Day Air,Yes,Yes,0.9387755102040816,Bank Transfer,Every 3 Months
529,0.3076923076923077,Male,Sneakers,Footwear,0.8500000000000001,Maryland,S,Beige,Winter,0.28000000000000025,Yes,Venmo,Express,Yes,Yes,0.7959183673469387,Cash,Annually
530,0.2692307692307693,Male,Shorts,Clothing,0.8,California,M,Orange,Fall,0.4800000000000002,Yes,Cash,Standard,Yes,Yes,0.10204081632653061,Credit Card,Monthly
531,0.576923076923077,Male,Coat,Outerwear,0.21250000000000002,Montana,XL,Magenta,Winter,0.28000000000000025,Yes,Venmo,Store Pickup,Yes,Yes,0.4897959183673469,Credit Card,Bi-Weekly
532,0.6153846153846154,Male,Sandals,Footwear,0.38750000000000007,Vermont,L,Purple,Fall,0.3600000000000001,Yes,Bank Transfer,Next Day Air,Yes,Yes,0.836734693877551,Cash,Weekly
533,0.15384615384615385,Male,Pants,Clothing,0.7000000000000001,Texas,L,Black,Winter,0.6399999999999999,Yes,Bank Transfer,Express,Yes,Yes,0.693877551020408,Bank Transfer,Every 3 Months
534,0.7500000000000001,Male,Sandals,Footwear,0.5,North Carolina,L,Pink,Spring,0.8,Yes,PayPal,Next Day Air,Yes,Yes,0.32653061224489793,Debit Card,Weekly
535,0.9038461538461539,Male,Gloves,Accessories,0.65,Florida,L,Pink,Fall,0.8,Yes,Bank Transfer,Next Day Air,Yes,Yes,0.061224489795918366,PayPal,Quarterly
536,0.730769230769231,Male,T-shirt,Clothing,0.3125,West Virginia,L,Maroon,Spring,0.28000000000000025,Yes,Credit Card,Free Shipping,Yes,Yes,0.4693877551020408,Bank Transfer,Weekly
537,0.5000000000000001,Male,Jacket,Outerwear,0.8,Illinois,S,Maroon,Fall,0.7600000000000002,Yes,Debit Card,Store Pickup,Yes,Yes,0.3061224489795918,Debit Card,Every 3 Months
538,0.6153846153846154,Male,Blouse,Clothing,0.36250000000000004,Virginia,S,Turquoise,Summer,0.20000000000000018,Yes,Credit Card,Store Pickup,Yes,Yes,0.26530612244897955,Debit Card,Annually
539,0.17307692307692313,Male,Socks,Clothing,0.025000000000000022,Virginia,XL,Green,Spring,0.28000000000000025,Yes,PayPal,Free Shipping,Yes,Yes,0.8571428571428571,Cash,Weekly
540,0.5961538461538463,Male,Coat,Outerwear,0.3500000000000001,Wyoming,M,Violet,Winter,0.6000000000000001,Yes,Cash,Store Pickup,Yes,Yes,0.9795918367346937,Debit Card,Weekly
541,0.5961538461538463,Male,Dress,Clothing,0.21250000000000002,South Carolina,M,Lavender,Spring,0.2400000000000002,Yes,Venmo,Next Day Air,Yes,Yes,0.6530612244897959,Cash,Every 3 Months
542,0.6538461538461539,Male,Jacket,Outerwear,0.08750000000000002,Connecticut,L,Gray,Fall,0.11999999999999988,Yes,Bank Transfer,Next Day Air,Yes,Yes,0.8979591836734693,Cash,Bi-Weekly
543,0.17307692307692313,Male,Boots,Footwear,0.7375,Illinois,XL,Teal,Spring,0.8399999999999999,Yes,Venmo,Next Day Air,Yes,Yes,0.693877551020408,Cash,Bi-Weekly
544,0.6730769230769232,Male,Skirt,Clothing,0.9750000000000001,Alabama,S,Red,Spring,0.72,Yes,Debit Card,Express,Yes,Yes,0.2040816326530612,Credit Card,Monthly
545,0.3076923076923077,Male,Sandals,Footwear,0.55,Washington,S,Yellow,Summer,0.32000000000000006,Yes,Cash,Standard,Yes,Yes,0.5918367346938774,Bank Transfer,Every 3 Months
546,0.28846153846153855,Male,Coat,Outerwear,0.15000000000000002,Alabama,L,Magenta,Summer,0.40000000000000013,Yes,Bank Transfer,2-Day Shipping,Yes,Yes,0.9591836734693877,Debit Card,Annually
547,0.8461538461538461,Male,Hoodie,Clothing,0.675,New Mexico,M,Brown,Winter,0.3600000000000001,Yes,Cash,Free Shipping,Yes,Yes,0.8979591836734693,Venmo,Bi-Weekly
548,0.3846153846153847,Male,Jacket,Outerwear,0.375,Nevada,M,Blue,Winter,0.11999999999999988,Yes,Debit Card,Free Shipping,Yes,Yes,0.510204081632653,Venmo,Weekly
549,0.34615384615384615,Male,Backpack,Accessories,0.55,Nebraska,M,Black,Winter,0.8399999999999999,Yes,PayPal,Store Pickup,Yes,Yes,0.8163265306122448,Debit Card,Every 3 Months
550,0.25,Male,Backpack,Accessories,0.11250000000000004,Arizona,S,Olive,Fall,0.44000000000000017,Yes,Cash,Express,Yes,Yes,0.7346938775510203,Venmo,Bi-Weekly
551,0.8461538461538461,Male,Belt,Accessories,0.525,Georgia,M,Olive,Summer,0.32000000000000006,Yes,Cash,Store Pickup,Yes,Yes,0.22448979591836735,PayPal,Weekly
552,0.21153846153846156,Male,Coat,Outerwear,0.7250000000000001,Idaho,XL,Green,Fall,0.2400000000000002,Yes,Venmo,2-Day Shipping,Yes,Yes,0.5306122448979591,Cash,Bi-Weekly
553,0.11538461538461542,Male,T-shirt,Clothing,0.925,Missouri,M,Peach,Fall,0.40000000000000013,Yes,Bank Transfer,Express,Yes,Yes,0.346938775510204,Bank Transfer,Weekly
554,0.8653846153846155,Male,Sunglasses,Accessories,0.48750000000000004,Florida,M,White,Winter,0.28000000000000025,Yes,Venmo,Express,Yes,Yes,0.28571428571428564,Credit Card,Quarterly
555,0.730769230769231,Male,Sneakers,Footwear,0.3375,Minnesota,M,Red,Summer,0.20000000000000018,Yes,PayPal,Express,Yes,Yes,0.673469387755102,Bank Transfer,Weekly
556,0.8653846153846155,Male,Gloves,Accessories,0.4625,Maine,M,White,Fall,0.9199999999999999,Yes,Bank Transfer,Express,Yes,Yes,0.7346938775510203,Venmo,Annually
557,0.42307692307692313,Male,Coat,Outerwear,0.875,Montana,L,Indigo,Winter,1.0,Yes,Credit Card,Store Pickup,Yes,Yes,0.4081632653061224,Cash,Fortnightly
558,0.0,Male,Shirt,Clothing,0.5,Alaska,M,White,Spring,0.15999999999999992,Yes,PayPal,Free Shipping,Yes,Yes,0.6122448979591836,Debit Card,Weekly
559,0.6153846153846154,Male,Sneakers,Footwear,0.7125,Iowa,L,Teal,Fall,0.28000000000000025,Yes,Venmo,Express,Yes,Yes,0.8571428571428571,Debit Card,Every 3 Months
560,0.9230769230769232,Male,Scarf,Accessories,0.26250000000000007,Arizona,M,Indigo,Fall,0.15999999999999992,Yes,Bank Transfer,Store Pickup,Yes,Yes,0.4285714285714285,Bank Transfer,Monthly
561,0.13461538461538464,Male,Jewelry,Accessories,0.3500000000000001,Louisiana,L,Red,Fall,0.32000000000000006,Yes,PayPal,Free Shipping,Yes,Yes,0.22448979591836735,Debit Card,Annually
562,0.9038461538461539,Male,Jacket,Outerwear,0.5625,Alabama,M,Blue,Fall,0.040000000000000036,Yes,Credit Card,Next Day Air,Yes,Yes,0.4897959183673469,PayPal,Fortnightly
563,0.6730769230769232,Male,Jeans,Clothing,0.525,Missouri,M,Blue,Summer,0.40000000000000013,Yes,PayPal,Standard,Yes,Yes,0.7959183673469387,Debit Card,Annually
564,0.826923076923077,Male,Shoes,Footwear,0.9875,Idaho,M,Black,Fall,0.7600000000000002,Yes,PayPal,Standard,Yes,Yes,0.3061224489795918,Debit Card,Quarterly
565,0.9423076923076924,Male,Hoodie,Clothing,0.4750000000000001,Florida,M,Olive,Winter,0.3600000000000001,Yes,Cash,Next Day Air,Yes,Yes,0.5918367346938774,Bank Transfer,Weekly
566,0.7884615384615384,Male,Backpack,Accessories,0.2875,Idaho,L,Lavender,Fall,0.6800000000000002,Yes,Bank Transfer,Store Pickup,Yes,Yes,0.18367346938775508,Venmo,Weekly
567,0.7115384615384616,Male,Sneakers,Footwear,0.9125000000000001,Alabama,M,Indigo,Spring,0.44000000000000017,Yes,PayPal,Store Pickup,Yes,Yes,0.0,Debit Card,Fortnightly
568,0.05769230769230771,Male,Blouse,Clothing,0.375,New Hampshire,S,Red,Winter,0.20000000000000018,Yes,Venmo,Next Day Air,Yes,Yes,0.4693877551020408,Venmo,Fortnightly
569,0.5000000000000001,Male,Pants,Clothing,0.8500000000000001,Utah,L,Red,Summer,0.6000000000000001,Yes,Bank Transfer,Free Shipping,Yes,Yes,0.7142857142857142,PayPal,Monthly
570,0.9038461538461539,Male,Skirt,Clothing,0.16250000000000003,Alabama,M,Pink,Fall,0.7600000000000002,Yes,PayPal,Express,Yes,Yes,0.9183673469387754,Credit Card,Every 3 Months
571,0.9038461538461539,Male,T-shirt,Clothing,0.9875,Iowa,XL,Purple,Fall,0.6399999999999999,Yes,Credit Card,Standard,Yes,Yes,0.38775510204081626,Cash,Annually
572,0.6923076923076924,Male,Jacket,Outerwear,0.7000000000000001,Kentucky,XL,Cyan,Spring,0.44000000000000017,Yes,Venmo,Free Shipping,Yes,Yes,0.7346938775510203,Venmo,Weekly
573,0.730769230769231,Male,Scarf,Accessories,0.9625000000000001,South Carolina,XL,Cyan,Summer,0.8399999999999999,Yes,Credit Card,Next Day Air,Yes,Yes,0.510204081632653,Bank Transfer,Annually
574,0.7692307692307693,Male,Pants,Clothing,0.6000000000000001,California,M,Charcoal,Summer,0.28000000000000025,Yes,Cash,2-Day Shipping,Yes,Yes,0.44897959183673464,Credit Card,Bi-Weekly
575,0.6923076923076924,Male,Sneakers,Footwear,0.7375,Maine,L,Red,Fall,0.9199999999999999,Yes,PayPal,Free Shipping,Yes,Yes,0.38775510204081626,Bank Transfer,Bi-Weekly
576,0.7692307692307693,Male,Jeans,Clothing,0.825,Nebraska,M,Peach,Fall,0.9199999999999999,Yes,Venmo,Express,Yes,Yes,0.7551020408163265,PayPal,Monthly
577,0.576923076923077,Male,Hat,Accessories,0.6000000000000001,Washington,M,Black,Winter,1.0,Yes,Venmo,2-Day Shipping,Yes,Yes,0.08163265306122448,Credit Card,Every 3 Months
578,0.019230769230769273,Male,Skirt,Clothing,0.4,Alabama,M,Black,Fall,0.4800000000000002,Yes,PayPal,Store Pickup,Yes,Yes,0.8163265306122448,Venmo,Annually
579,0.980769230769231,Male,Sandals,Footwear,0.875,Maine,M,Purple,Fall,0.8399999999999999,Yes,Debit Card,Next Day Air,Yes,Yes,0.4285714285714285,Credit Card,Fortnightly
580,0.7692307692307693,Male,Sandals,Footwear,0.26250000000000007,California,M,Violet,Winter,0.4800000000000002,Yes,Debit Card,Free Shipping,Yes,Yes,0.9591836734693877,Credit Card,Annually
581,0.5961538461538463,Male,Sweater,Clothing,0.75,Iowa,M,Orange,Spring,0.6399999999999999,Yes,PayPal,Free Shipping,Yes,Yes,0.18367346938775508,PayPal,Weekly
582,0.2692307692307693,Male,Sweater,Clothing,1.0,Iowa,XL,Charcoal,Winter,0.08000000000000007,Yes,Credit Card,Store Pickup,Yes,Yes,0.22448979591836735,Bank Transfer,Every 3 Months
583,0.42307692307692313,Male,Jacket,Outerwear,0.7125,Colorado,L,Turquoise,Spring,0.9600000000000002,Yes,Debit Card,Store Pickup,Yes,Yes,0.02040816326530612,Bank Transfer,Quarterly
584,0.13461538461538464,Male,Shorts,Clothing,0.7250000000000001,California,L,Yellow,Spring,0.6000000000000001,Yes,PayPal,Store Pickup,Yes,Yes,0.7551020408163265,PayPal,Monthly
585,1.0,Male,Socks,Clothing,0.925,Indiana,M,White,Spring,0.8800000000000001,Yes,PayPal,Free Shipping,Yes,Yes,0.38775510204081626,Debit Card,Monthly
586,0.980769230769231,Male,Socks,Clothing,0.03750000000000003,South Carolina,M,Gray,Fall,0.11999999999999988,Yes,Credit Card,Next Day Air,Yes,Yes,0.08163265306122448,Cash,Every 3 Months
587,0.5192307692307693,Male,Hoodie,Clothing,0.0,Wisconsin,S,Blue,Winter,0.9600000000000002,Yes,Venmo,2-Day Shipping,Yes,Yes,0.16326530612244897,Venmo,Annually
588,0.21153846153846156,Male,Socks,Clothing,0.825,Washington,S,Maroon,Fall,0.6800000000000002,Yes,PayPal,Express,Yes,Yes,0.9591836734693877,Debit Card,Every 3 Months
589,0.5576923076923077,Male,Boots,Footwear,0.5,South Dakota,M,Violet,Fall,0.20000000000000018,Yes,Debit Card,Standard,Yes,Yes,0.16326530612244897,Debit Card,Quarterly
590,0.1923076923076924,Male,Shirt,Clothing,0.625,Minnesota,M,Orange,Fall,0.3600000000000001,Yes,Debit Card,2-Day Shipping,Yes,Yes,0.7959183673469387,PayPal,Annually
591,0.8846153846153847,Male,Belt,Accessories,0.23750000000000004,Alaska,S,Turquoise,Fall,0.8399999999999999,Yes,Credit Card,Standard,Yes,Yes,0.5918367346938774,Venmo,Fortnightly
592,0.5576923076923077,Male,Backpack,Accessories,0.21250000000000002,Kentucky,L,Olive,Fall,0.6800000000000002,Yes,Credit Card,Store Pickup,Yes,Yes,0.10204081632653061,Debit Card,Bi-Weekly
593,0.8076923076923078,Male,Boots,Footwear,0.11250000000000004,North Dakota,M,Brown,Fall,0.28000000000000025,Yes,Venmo,Free Shipping,Yes,Yes,0.836734693877551,Venmo,Every 3 Months
594,0.9423076923076924,Male,Coat,Outerwear,0.1875,Alaska,S,Green,Winter,0.7600000000000002,Yes,Cash,Store Pickup,Yes,Yes,0.16326530612244897,PayPal,Every 3 Months
595,0.326923076923077,Male,Hoodie,Clothing,0.7875000000000001,Oklahoma,S,Brown,Winter,0.0,Yes,Cash,Next Day Air,Yes,Yes,0.10204081632653061,Debit Card,Monthly
596,0.23076923076923084,Male,Shoes,Footwear,0.7125,Delaware,M,Silver,Summer,0.44000000000000017,Yes,Credit Card,Next Day Air,Yes,Yes,0.9387755102040816,PayPal,Quarterly
597,0.0961538461538462,Male,Shoes,Footwear,0.21250000000000002,Montana,XL,White,Summer,0.8,Yes,PayPal,Store Pickup,Yes,Yes,0.7142857142857142,Venmo,Annually
598,1.0,Male,Jewelry,Accessories,0.6125,Alaska,L,Gold,Summer,0.3600000000000001,Yes,Bank Transfer,Standard,Yes,Yes,0.36734693877551017,Bank Transfer,Fortnightly
599,0.05769230769230771,Male,Dress,Clothing,0.5750000000000001,California,L,Green,Winter,0.28000000000000025,Yes,Credit Card,2-Day Shipping,Yes,Yes,0.5918367346938774,Cash,Every 3 Months
600,0.6346153846153847,Male,Boots,Footwear,0.07500000000000001,Massachusetts,L,Teal,Spring,0.6800000000000002,Yes,Cash,Standard,Yes,Yes,0.5306122448979591,Debit Card,Every 3 Months
601,0.07692307692307698,Male,Hat,Accessories,0.5375000000000001,South Carolina,M,Charcoal,Spring,1.0,Yes,Debit Card,2-Day Shipping,Yes,Yes,0.4897959183673469,Venmo,Monthly
602,0.2692307692307693,Male,Backpack,Accessories,0.22500000000000003,West Virginia,M,Maroon,Summer,0.8800000000000001,Yes,Cash,Store Pickup,Yes,Yes,0.08163265306122448,Cash,Fortnightly
603,0.3653846153846154,Male,Shoes,Footwear,0.4750000000000001,Oregon,L,Lavender,Summer,0.6800000000000002,Yes,Venmo,Next Day Air,Yes,Yes,0.18367346938775508,Cash,Every 3 Months
604,0.25,Male,Handbag,Accessories,0.32500000000000007,Massachusetts,L,Green,Winter,0.3600000000000001,Yes,Debit Card,2-Day Shipping,Yes,Yes,0.510204081632653,PayPal,Every 3 Months
605,0.5000000000000001,Male,Sunglasses,Accessories,0.9000000000000001,West Virginia,S,Pink,Fall,0.7600000000000002,Yes,Bank Transfer,Store Pickup,Yes,Yes,0.2040816326530612,Credit Card,Every 3 Months
606,0.42307692307692313,Male,Hat,Accessories,0.15000000000000002,California,XL,Charcoal,Winter,0.6800000000000002,Yes,Debit Card,Standard,Yes,Yes,0.32653061224489793,Bank Transfer,Weekly
607,0.17307692307692313,Male,Scarf,Accessories,0.875,Colorado,M,Blue,Spring,0.8,Yes,Credit Card,Standard,Yes,Yes,0.8775510204081631,PayPal,Monthly
608,0.5576923076923077,Male,Hoodie,Clothing,0.03750000000000003,Indiana,L,Purple,Fall,0.11999999999999988,Yes,PayPal,Next Day Air,Yes,Yes,0.8775510204081631,Cash,Monthly
609,0.4423076923076924,Male,Backpack,Accessories,0.0625,Delaware,S,Gold,Fall,0.32000000000000006,Yes,Debit Card,Next Day Air,Yes,Yes,0.4081632653061224,Venmo,Every 3 Months
610,0.6346153846153847,Male,Sweater,Clothing,0.42500000000000004,Ohio,L,Purple,Fall,0.8399999999999999,Yes,Cash,Next Day Air,Yes,Yes,0.9795918367346937,Credit Card,Fortnightly
611,0.6730769230769232,Male,Shorts,Clothing,0.65,Oklahoma,M,Charcoal,Summer,0.0,Yes,Debit Card,Free Shipping,Yes,Yes,0.5306122448979591,Bank Transfer,Every 3 Months
612,0.48076923076923084,Male,Scarf,Accessories,0.16250000000000003,California,M,Black,Winter,0.8800000000000001,Yes,Credit Card,Store Pickup,Yes,Yes,0.36734693877551017,Cash,Monthly
613,0.9423076923076924,Male,Hat,Accessories,0.2875,New Hampshire,L,Lavender,Fall,0.8399999999999999,Yes,PayPal,Express,Yes,Yes,0.6530612244897959,Credit Card,Quarterly
614,0.826923076923077,Male,Coat,Outerwear,0.38750000000000007,Pennsylvania,L,Lavender,Fall,0.040000000000000036,Yes,Cash,Standard,Yes,Yes,0.9183673469387754,Cash,Bi-Weekly
615,0.9615384615384616,Male,Jewelry,Accessories,0.8125,Idaho,M,Lavender,Winter,0.6000000000000001,Yes,Cash,Standard,Yes,Yes,0.4081632653061224,Credit Card,Bi-Weekly
616,0.9423076923076924,Male,Sandals,Footwear,1.0,Maryland,L,Olive,Summer,0.040000000000000036,Yes,Debit Card,Next Day Air,Yes,Yes,0.44897959183673464,Venmo,Annually
617,0.21153846153846156,Male,Gloves,Accessories,0.65,Pennsylvania,L,Teal,Spring,0.8399999999999999,Yes,Cash,Free Shipping,Yes,Yes,0.7551020408163265,Credit Card,Every 3 Months
618,0.6153846153846154,Male,Backpack,Accessories,0.4625,Colorado,M,Maroon,Fall,0.040000000000000036,Yes,Debit Card,Standard,Yes,Yes,0.02040816326530612,Bank Transfer,Quarterly
619,0.826923076923077,Male,Jacket,Outerwear,0.925,Indiana,L,Cyan,Spring,0.6000000000000001,Yes,Credit Card,Express,Yes,Yes,0.4081632653061224,Debit Card,Bi-Weekly
620,0.019230769230769273,Male,Backpack,Accessories,0.17500000000000004,Nebraska,M,Charcoal,Summer,0.8399999999999999,Yes,Debit Card,Store Pickup,Yes,Yes,0.0,Debit Card,Every 3 Months
621,0.28846153846153855,Male,Backpack,Accessories,0.8625,Rhode Island,M,Black,Fall,0.4800000000000002,Yes,PayPal,2-Day Shipping,Yes,Yes,0.18367346938775508,Venmo,Every 3 Months
622,0.6346153846153847,Male,Sunglasses,Accessories,0.08750000000000002,Kansas,S,Red,Fall,0.7600000000000002,Yes,Debit Card,Store Pickup,Yes,Yes,0.8979591836734693,Credit Card,Weekly
623,0.980769230769231,Male,Socks,Clothing,0.5375000000000001,Georgia,S,Peach,Spring,0.6000000000000001,Yes,Credit Card,Next Day Air,Yes,Yes,0.8775510204081631,Bank Transfer,Fortnightly
624,0.019230769230769273,Male,Shoes,Footwear,0.625,Nevada,M,White,Fall,0.8800000000000001,Yes,Bank Transfer,Standard,Yes,Yes,0.9591836734693877,PayPal,Bi-Weekly
625,0.7115384615384616,Male,Pants,Clothing,0.8375000000000001,South Carolina,XL,Pink,Fall,0.3600000000000001,Yes,Venmo,Express,Yes,Yes,0.4081632653061224,PayPal,Annually
626,0.5961538461538463,Male,Jewelry,Accessories,0.7375,Delaware,M,Red,Fall,0.6000000000000001,Yes,Venmo,Next Day Air,Yes,Yes,0.0,Venmo,Weekly
627,0.25,Male,Sunglasses,Accessories,0.7375,New Hampshire,M,Indigo,Spring,0.56,Yes,Credit Card,Standard,Yes,Yes,0.18367346938775508,Venmo,Annually
628,0.46153846153846156,Male,Sandals,Footwear,0.30000000000000004,Oregon,L,Black,Winter,0.6399999999999999,Yes,Venmo,Express,Yes,Yes,0.4693877551020408,PayPal,Monthly
629,0.980769230769231,Male,Sweater,Clothing,0.8125,Massachusetts,M,White,Fall,0.4800000000000002,Yes,Venmo,2-Day Shipping,Yes,Yes,0.5714285714285714,Credit Card,Monthly
630,0.15384615384615385,Male,Shoes,Footwear,0.875,Vermont,L,Beige,Spring,0.8800000000000001,Yes,Bank Transfer,Standard,Yes,Yes,0.2040816326530612,Debit Card,Annually
631,0.4423076923076924,Male,Jewelry,Accessories,0.925,Mississippi,S,Silver,Fall,0.72,Yes,Cash,2-Day Shipping,Yes,Yes,0.6530612244897959,Debit Card,Annually
632,0.7115384615384616,Male,Boots,Footwear,0.6000000000000001,Washington,S,Violet,Summer,0.6399999999999999,Yes,Venmo,Store Pickup,Yes,Yes,0.5306122448979591,Cash,Fortnightly
633,0.326923076923077,Male,Backpack,Accessories,0.38750000000000007,Wyoming,M,Red,Winter,0.56,Yes,Venmo,Next Day Air,Yes,Yes,0.36734693877551017,Venmo,Fortnightly
634,0.9230769230769232,Male,Sandals,Footwear,0.16250000000000003,Minnesota,M,Orange,Spring,0.15999999999999992,Yes,Bank Transfer,Express,Yes,Yes,1.0,Debit Card,Quarterly
635,0.34615384615384615,Male,Sneakers,Footwear,0.5,Ohio,M,Teal,Summer,0.56,Yes,Bank Transfer,Standard,Yes,Yes,0.9183673469387754,PayPal,Weekly
636,0.17307692307692313,Male,Hoodie,Clothing,0.48750000000000004,South Carolina,M,Brown,Fall,0.72,Yes,PayPal,2-Day Shipping,Yes,Yes,0.5510204081632653,Cash,Quarterly
637,0.4423076923076924,Male,Handbag,Accessories,0.125,Wisconsin,M,Indigo,Summer,0.11999999999999988,Yes,Cash,Store Pickup,Yes,Yes,0.26530612244897955,Bank Transfer,Every 3 Months
638,0.05769230769230771,Male,Sweater,Clothing,0.0,Tennessee,M,Cyan,Winter,0.3600000000000001,Yes,Cash,2-Day Shipping,Yes,Yes,0.9183673469387754,Cash,Fortnightly
639,0.6730769230769232,Male,Sandals,Footwear,0.0,Maryland,S,Blue,Summer,0.08000000000000007,Yes,Venmo,Express,Yes,Yes,0.8163265306122448,PayPal,Monthly
640,0.6923076923076924,Male,Dress,Clothing,0.050000000000000044,Mississippi,L,Olive,Spring,0.6000000000000001,Yes,Credit Card,2-Day Shipping,Yes,Yes,1.0,Credit Card,Annually
641,0.6730769230769232,Male,Skirt,Clothing,0.8500000000000001,Minnesota,M,Gray,Summer,0.7600000000000002,Yes,Debit Card,Store Pickup,Yes,Yes,0.5510204081632653,Debit Card,Fortnightly
642,0.5576923076923077,Male,Blouse,Clothing,0.7250000000000001,Alaska,M,Red,Winter,0.56,Yes,Venmo,2-Day Shipping,Yes,Yes,0.44897959183673464,Credit Card,Every 3 Months
643,0.8846153846153847,Male,Skirt,Clothing,0.0625,Arkansas,L,Red,Spring,0.11999999999999988,Yes,Credit Card,2-Day Shipping,Yes,Yes,0.26530612244897955,Debit Card,Bi-Weekly
644,0.0,Male,Sweater,Clothing,0.4625,Oregon,XL,Green,Winter,0.28000000000000025,Yes,Venmo,Next Day Air,Yes,Yes,0.18367346938775508,Bank Transfer,Every 3 Months
645,0.9615384615384616,Male,Backpack,Accessories,0.9125000000000001,Louisiana,S,Blue,Summer,0.72,Yes,Venmo,Next Day Air,Yes,Yes,0.7346938775510203,Cash,Weekly
